"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 07월 04일","10,887,000","10,834,000","10,966,000","10,806,000","0.47K","0.49%"
"2020년 07월 03일","10,834,000","10,867,000","10,909,000","10,827,000","0.31K","-0.30%"
"2020년 07월 02일","10,867,000","11,042,000","11,070,000","10,763,000","1.05K","-1.58%"
"2020년 07월 01일","11,042,000","10,914,000","11,101,000","10,886,000","0.67K","1.17%"
"2020년 06월 30일","10,914,000","10,970,000","10,989,000","10,866,000","0.37K","-0.51%"
"2020년 06월 29일","10,970,000","10,960,000","11,030,000","10,822,000","0.62K","-0.03%"
"2020년 06월 28일","10,973,000","10,908,000","11,061,000","10,757,000","0.46K","0.60%"
"2020년 06월 27일","10,908,000","11,027,000","11,035,000","10,800,000","1.48K","-1.08%"
"2020년 06월 26일","11,027,000","11,139,000","11,176,000","10,900,000","0.48K","-1.01%"
"2020년 06월 25일","11,139,000","11,223,000","11,223,000","10,850,000","0.52K","-0.81%"
"2020년 06월 24일","11,230,000","11,495,000","11,540,000","11,116,000","1.08K","-2.31%"
"2020년 06월 23일","11,495,000","11,597,000","11,631,000","11,472,000","0.50K","-0.88%"
"2020년 06월 22일","11,597,000","11,236,000","11,667,000","11,232,000","1.44K","3.21%"
"2020년 06월 21일","11,236,000","11,314,000","11,359,000","11,232,000","0.35K","-0.69%"
"2020년 06월 20일","11,314,000","11,281,000","11,349,000","11,152,000","0.43K","0.29%"
"2020년 06월 19일","11,281,000","11,336,000","11,373,000","11,157,000","0.39K","-0.50%"
"2020년 06월 18일","11,338,000","11,426,000","11,444,000","11,233,000","0.73K","-0.78%"
"2020년 06월 17일","11,427,000","11,453,000","11,508,000","11,290,000","0.78K","-0.21%"
"2020년 06월 16일","11,451,000","11,335,000","11,498,000","11,254,000","0.53K","1.02%"
"2020년 06월 15일","11,335,000","11,243,000","11,403,000","10,770,000","1.26K","0.82%"
"2020년 06월 14일","11,243,000","11,393,000","11,397,000","11,155,000","0.65K","-1.31%"
"2020년 06월 13일","11,392,000","11,390,000","11,400,000","11,273,000","0.41K","-0.01%"
"2020년 06월 12일","11,393,000","11,085,000","11,464,000","11,050,000","0.63K","2.82%"
"2020년 06월 11일","11,080,000","11,738,000","11,797,000","11,050,000","3.41K","-5.61%"
"2020년 06월 10일","11,738,000","11,686,000","11,744,000","11,591,000","0.89K","0.47%"
"2020년 06월 09일","11,683,000","11,678,000","11,760,000","11,556,000","0.66K","0.03%"
"2020년 06월 08일","11,680,000","11,681,000","11,723,000","11,575,000","0.54K","0.01%"
"2020년 06월 07일","11,679,000","11,628,000","11,769,000","11,377,000","1.40K","0.36%"
"2020년 06월 06일","11,637,000","11,602,000","11,698,000","11,523,000","0.40K","0.29%"
"2020년 06월 05일","11,603,000","11,782,000","11,865,000","11,595,000","0.68K","-1.54%"
"2020년 06월 04일","11,785,000","11,650,000","11,860,000","11,472,000","1.14K","1.16%"
"2020년 06월 03일","11,650,000","11,522,000","11,661,000","11,400,000","0.75K","1.08%"
"2020년 06월 02일","11,525,000","12,073,000","12,160,000","11,303,000","3.39K","-4.53%"
"2020년 06월 01일","12,072,000","11,437,000","12,124,000","11,415,000","4.08K","5.55%"
"2020년 05월 31일","11,437,000","11,579,000","11,584,000","11,365,000","0.93K","-1.23%"
"2020년 05월 30일","11,579,000","11,405,000","11,605,000","11,319,000","1.30K","1.53%"
"2020년 05월 29일","11,405,000","11,570,000","11,598,000","11,280,000","0.58K","-1.41%"
"2020년 05월 28일","11,568,000","11,156,000","11,595,000","11,112,000","1.46K","3.75%"
"2020년 05월 27일","11,150,000","10,737,000","11,172,000","10,729,000","1.03K","3.85%"
"2020년 05월 26일","10,737,000","10,821,000","10,917,000","10,610,000","0.82K","-0.78%"
"2020년 05월 25일","10,821,000","10,648,000","10,888,000","10,523,000","1.03K","1.56%"
"2020년 05월 24일","10,655,000","11,134,000","11,240,000","10,648,000","2.23K","-4.30%"
"2020년 05월 23일","11,134,000","11,122,000","11,295,000","11,040,000","0.57K","0.11%"
"2020년 05월 22일","11,122,000","11,093,000","11,236,000","10,895,000","0.88K","0.24%"
"2020년 05월 21일","11,095,000","11,516,000","11,605,000","10,796,000","3.31K","-3.71%"
"2020년 05월 20일","11,523,000","11,728,000","11,777,000","11,370,000","2.69K","-1.75%"
"2020년 05월 19일","11,728,000","11,686,000","11,816,000","11,462,000","0.95K","0.35%"
"2020년 05월 18일","11,687,000","11,614,000","11,875,000","11,456,000","0.87K","0.63%"
"2020년 05월 17일","11,614,000","11,317,000","11,815,000","11,272,000","1.57K","2.62%"
"2020년 05월 16일","11,317,000","11,323,000","11,570,000","11,203,000","1.15K","-0.04%"
"2020년 05월 15일","11,322,000","11,787,000","11,829,000","11,236,000","2.17K","-3.92%"
"2020년 05월 14일","11,784,000","11,270,000","11,944,000","11,231,000","1.89K","4.64%"
"2020년 05월 13일","11,262,000","10,675,000","11,393,000","10,654,000","2.43K","5.50%"
"2020년 05월 12일","10,675,000","10,437,000","10,845,000","10,397,000","1.69K","2.28%"
"2020년 05월 11일","10,437,000","10,690,000","11,256,000","10,137,000","5.09K","-2.43%"
"2020년 05월 10일","10,697,000","11,544,000","11,573,000","10,200,000","4.03K","-7.34%"
"2020년 05월 09일","11,544,000","11,878,000","11,958,000","11,450,000","1.39K","-2.81%"
"2020년 05월 08일","11,878,000","12,004,000","12,162,000","11,810,000","1.77K","-1.10%"
"2020년 05월 07일","12,010,000","11,271,000","12,070,000","11,140,000","5.52K","6.56%"
"2020년 05월 06일","11,271,000","10,980,000","11,445,000","10,880,000","2.30K","2.74%"
"2020년 05월 05일","10,970,000","10,845,000","11,019,000","10,744,000","1.21K","1.23%"
"2020년 05월 04일","10,837,000","10,889,000","10,949,000","10,450,000","1.54K","-0.48%"
"2020년 05월 03일","10,889,000","10,881,000","11,127,000","10,714,000","1.45K","0.13%"
"2020년 05월 02일","10,875,000","10,764,000","10,927,000","10,654,000","1.23K","1.03%"
"2020년 05월 01일","10,764,000","10,461,000","11,037,000","10,445,000","1.67K","2.78%"
"2020년 04월 30일","10,473,000","10,538,000","11,428,000","10,279,000","3.26K","-0.62%"
"2020년 04월 29일","10,538,000","9,413,000","10,700,000","9,379,000","5.68K","11.93%"
"2020년 04월 28일","9,415,000","9,485,000","9,485,000","9,344,000","0.68K","-0.68%"
"2020년 04월 27일","9,479,000","9,365,000","9,486,000","9,307,000","1.14K","1.24%"
"2020년 04월 26일","9,363,000","9,163,000","9,363,000","9,150,000","1.22K","2.17%"
"2020년 04월 25일","9,164,000","9,100,000","9,254,000","9,053,000","0.82K","0.71%"
"2020년 04월 24일","9,099,000","9,056,000","9,229,000","8,999,000","0.71K","0.54%"
"2020년 04월 23일","9,050,000","8,644,000","9,168,000","8,564,000","2.66K","4.72%"
"2020년 04월 22일","8,642,000","8,406,000","8,670,000","8,390,000","0.99K","2.80%"
"2020년 04월 21일","8,407,000","8,385,000","8,496,000","8,310,000","0.86K","0.23%"
"2020년 04월 20일","8,388,000","8,660,000","8,727,000","8,350,000","2.26K","-3.14%"
"2020년 04월 19일","8,660,000","8,714,000","8,736,000","8,563,000","0.72K","-0.69%"
"2020년 04월 18일","8,720,000","8,523,000","8,754,000","8,515,000","1.18K","2.28%"
"2020년 04월 17일","8,526,000","8,561,000","8,605,000","8,480,000","0.84K","-0.40%"
"2020년 04월 16일","8,560,000","8,105,000","8,610,000","7,926,000","1.44K","5.54%"
"2020년 04월 15일","8,111,000","8,370,000","8,418,000","8,094,000","1.06K","-3.19%"
"2020년 04월 14일","8,378,000","8,376,000","8,464,000","8,270,000","0.81K","-0.12%"
"2020년 04월 13일","8,388,000","8,468,000","8,468,000","8,168,000","1.25K","-0.90%"
"2020년 04월 12일","8,464,000","8,460,000","8,750,000","8,343,000","1.91K","-0.01%"
"2020년 04월 11일","8,465,000","8,414,000","8,537,000","8,319,000","1.06K","0.62%"
"2020년 04월 10일","8,413,000","8,805,000","8,825,000","8,242,000","1.81K","-4.52%"
"2020년 04월 09일","8,811,000","8,820,000","8,852,000","8,644,000","0.88K","-0.19%"
"2020년 04월 08일","8,828,000","8,647,000","8,909,000","8,624,000","1.19K","2.07%"
"2020년 04월 07일","8,649,000","8,797,000","8,965,000","8,542,000","2.12K","-1.60%"
"2020년 04월 06일","8,790,000","8,184,000","8,799,000","8,184,000","3.05K","7.38%"
"2020년 04월 05일","8,186,000","8,250,000","8,275,000","8,106,000","0.92K","-0.76%"
"2020년 04월 04일","8,249,000","8,154,000","8,325,000","8,101,000","1.71K","1.20%"
"2020년 04월 03일","8,151,000","8,175,000","8,426,000","8,051,000","1.84K","-0.26%"
"2020년 04월 02일","8,172,000","8,067,000","8,499,000","7,986,000","6.34K","1.33%"
"2020년 04월 01일","8,065,000","7,795,000","8,082,000","7,534,000","3.25K","3.46%"
"2020년 03월 31일","7,795,000","7,793,000","7,976,000","7,740,000","1.08K","0.05%"
"2020년 03월 30일","7,791,000","7,219,000","8,019,000","7,201,000","2.90K","7.92%"
"2020년 03월 29일","7,219,000","7,652,000","7,684,000","7,219,000","2.07K","-5.70%"
"2020년 03월 28일","7,655,000","7,885,000","7,885,000","7,404,000","1.72K","-2.92%"
"2020년 03월 27일","7,885,000","8,274,000","8,355,000","7,823,000","1.90K","-4.68%"
"2020년 03월 26일","8,272,000","8,270,000","8,338,000","8,088,000","1.54K","0.00%"
"2020년 03월 25일","8,272,000","8,360,000","8,510,000","8,080,000","1.39K","-1.05%"
"2020년 03월 24일","8,360,000","8,049,000","8,399,000","7,901,000","2.73K","3.86%"
"2020년 03월 23일","8,049,000","7,376,000","8,152,000","7,234,000","3.84K","9.09%"
"2020년 03월 22일","7,378,000","7,743,000","7,969,000","7,333,000","3.32K","-4.69%"
"2020년 03월 21일","7,741,000","7,785,000","8,083,000","7,420,000","2.85K","-0.55%"
"2020년 03월 20일","7,784,000","7,673,000","8,630,000","7,358,000","7.32K","1.45%"
"2020년 03월 19일","7,673,000","6,738,000","8,114,000","6,616,000","8.89K","13.76%"
"2020년 03월 18일","6,745,000","6,770,000","6,890,000","6,372,000","3.31K","-0.49%"
"2020년 03월 17일","6,778,000","6,382,000","6,885,000","6,262,000","4.16K","6.20%"
"2020년 03월 16일","6,382,000","6,902,000","6,909,000","6,000,000","5.56K","-7.53%"
"2020년 03월 15일","6,902,000","6,822,000","7,298,000","6,660,000","4.42K","1.17%"
"2020년 03월 14일","6,822,000","7,283,000","7,288,000","6,607,000","2.31K","-6.11%"
"2020년 03월 13일","7,266,000","6,352,000","7,499,000","5,499,000","9.61K","14.44%"
"2020년 03월 12일","6,349,000","9,515,000","9,535,000","6,000,000","8.81K","-33.27%"
"2020년 03월 11일","9,514,000","9,550,000","9,605,000","9,133,000","1.82K","-0.35%"
"2020년 03월 10일","9,547,000","9,733,000","9,847,000","9,405,000","1.88K","-1.87%"
"2020년 03월 09일","9,729,000","9,864,000","10,045,000","9,349,000","2.07K","-1.36%"
"2020년 03월 08일","9,863,000","10,691,000","10,691,000","9,810,000","3.33K","-7.74%"
"2020년 03월 07일","10,690,000","10,854,000","10,971,000","10,637,000","1.13K","-1.51%"
"2020년 03월 06일","10,854,000","10,786,000","10,887,000","10,719,000","0.37K","0.66%"
"2020년 03월 05일","10,783,000","10,489,000","10,873,000","10,488,000","0.68K","2.77%"
"2020년 03월 04일","10,492,000","10,509,000","10,577,000","10,413,000","0.45K","-0.16%"
"2020년 03월 03일","10,509,000","10,673,000","10,681,000","10,406,000","0.99K","-1.62%"
"2020년 03월 02일","10,682,000","10,361,000","10,746,000","10,321,000","0.81K","3.14%"
"2020년 03월 01일","10,357,000","10,378,000","10,552,000","10,279,000","0.82K","-0.23%"
"2020년 02월 29일","10,381,000","10,558,000","10,637,000","10,375,000","0.40K","-1.68%"
"2020년 02월 28일","10,558,000","10,686,000","10,822,000","10,297,000","0.80K","-1.27%"
"2020년 02월 27일","10,694,000","10,727,000","10,859,000","10,298,000","0.96K","-0.33%"
"2020년 02월 26일","10,729,000","11,325,000","11,401,000","10,610,000","2.41K","-5.28%"
"2020년 02월 25일","11,327,000","11,625,000","11,643,000","11,279,000","1.06K","-2.56%"
"2020년 02월 24일","11,624,000","11,747,000","11,838,000","11,537,000","0.78K","-1.11%"
"2020년 02월 23일","11,754,000","11,486,000","11,800,000","11,476,000","0.61K","2.36%"
"2020년 02월 22일","11,483,000","11,500,000","11,530,000","11,397,000","0.28K","-0.14%"
"2020년 02월 21일","11,499,000","11,526,000","11,613,000","11,454,000","0.55K","-0.24%"
"2020년 02월 20일","11,527,000","11,422,000","11,585,000","11,350,000","0.90K","0.89%"
"2020년 02월 19일","11,425,000","11,835,000","11,955,000","11,357,000","2.60K","-3.37%"
"2020년 02월 18일","11,823,000","11,432,000","11,893,000","11,321,000","1.94K","3.46%"
"2020년 02월 17일","11,428,000","11,658,000","11,680,000","11,139,000","1.26K","-1.99%"
"2020년 02월 16일","11,660,000","11,500,000","11,760,000","11,325,000","1.70K","1.42%"
"2020년 02월 15일","11,497,000","11,864,000","11,887,000","11,486,000","2.22K","-3.07%"
"2020년 02월 14일","11,861,000","11,803,000","11,894,000","11,718,000","0.85K","0.53%"
"2020년 02월 13일","11,798,000","11,804,000","11,998,000","11,623,000","0.76K","-0.06%"
"2020년 02월 12일","11,805,000","11,783,000","11,910,000","11,752,000","1.10K","0.19%"
"2020년 02월 11일","11,783,000","11,528,000","11,930,000","11,280,000","1.82K","2.22%"
"2020년 02월 10일","11,527,000","11,837,000","11,867,000","11,403,000","0.71K","-2.62%"
"2020년 02월 09일","11,837,000","11,579,000","11,850,000","11,560,000","0.85K","2.22%"
"2020년 02월 08일","11,580,000","11,500,000","11,602,000","11,268,000","0.88K","0.70%"
"2020년 02월 07일","11,500,000","11,284,000","11,618,000","11,271,000","0.56K","2.03%"
"2020년 02월 06일","11,271,000","11,050,000","11,384,000","10,918,000","0.84K","2.00%"
"2020년 02월 05일","11,050,000","10,645,000","11,108,000","10,602,000","1.64K","3.89%"
"2020년 02월 04일","10,636,000","10,755,000","10,799,000","10,501,000","0.79K","-1.20%"
"2020년 02월 03일","10,765,000","10,760,000","10,978,000","10,735,000","0.67K","0.05%"
"2020년 02월 02일","10,760,000","10,816,000","10,875,000","10,673,000","0.54K","-0.62%"
"2020년 02월 01일","10,827,000","10,785,000","10,899,000","10,777,000","0.50K","0.44%"
"2020년 01월 31일","10,780,000","10,766,000","10,840,000","10,646,000","0.62K","0.04%"
"2020년 01월 30일","10,776,000","10,669,000","10,862,000","10,531,000","1.85K","0.95%"
"2020년 01월 29일","10,675,000","10,562,000","10,773,000","10,500,000","0.89K","0.96%"
"2020년 01월 28일","10,573,000","10,139,000","10,582,000","10,139,000","1.55K","4.36%"
"2020년 01월 27일","10,131,000","9,966,000","10,263,000","9,944,000","1.49K","1.75%"
"2020년 01월 26일","9,957,000","9,747,000","9,988,000","9,711,000","0.81K","2.28%"
"2020년 01월 25일","9,735,000","9,809,000","9,810,000","9,667,000","0.24K","-0.65%"
"2020년 01월 24일","9,799,000","9,761,000","9,881,000","9,624,000","0.45K","0.47%"
"2020년 01월 23일","9,753,000","9,925,000","9,929,000","9,620,000","0.83K","-1.75%"
"2020년 01월 22일","9,927,000","9,965,000","10,083,000","9,847,000","0.57K","-0.36%"
"2020년 01월 21일","9,963,000","9,842,000","10,012,000","9,788,000","1.17K","1.23%"
"2020년 01월 20일","9,842,000","9,911,000","9,953,000","9,771,000","0.71K","-0.64%"
"2020년 01월 19일","9,905,000","10,092,000","10,471,000","9,747,000","1.26K","-1.85%"
"2020년 01월 18일","10,092,000","9,993,000","10,158,000","9,939,000","1.01K","0.92%"
"2020년 01월 17일","10,000,000","9,787,000","10,214,000","9,727,000","1.15K","2.20%"
"2020년 01월 16일","9,785,000","9,729,000","9,840,000","9,565,000","0.73K","0.54%"
"2020년 01월 15일","9,732,000","9,705,000","9,915,000","9,531,000","1.60K","0.26%"
"2020년 01월 14일","9,707,000","9,170,000","9,801,000","9,170,000","3.97K","5.80%"
"2020년 01월 13일","9,175,000","9,218,000","9,225,000","9,100,000","0.35K","-0.47%"
"2020년 01월 12일","9,218,000","9,062,000","9,253,000","9,020,000","0.63K","1.70%"
"2020년 01월 11일","9,064,000","9,234,000","9,341,000","9,035,000","1.17K","-1.78%"
"2020년 01월 10일","9,228,000","8,941,000","9,260,000","8,750,000","2.33K","3.15%"
"2020년 01월 09일","8,946,000","9,095,000","9,127,000","8,886,000","1.18K","-1.65%"
"2020년 01월 08일","9,096,000","9,391,000","9,742,000","9,013,000","4.04K","-3.14%"
"2020년 01월 07일","9,391,000","8,856,000","9,436,000","8,855,000","2.85K","6.05%"
"2020년 01월 06일","8,855,000","8,461,000","8,883,000","8,455,000","1.26K","4.67%"
"2020년 01월 05일","8,460,000","8,477,000","8,633,000","8,430,000","0.69K","-0.22%"
"2020년 01월 04일","8,479,000","8,475,000","8,510,000","8,388,000","0.48K","0.08%"
"2020년 01월 03일","8,472,000","8,046,000","8,524,000","7,909,000","0.90K","5.29%"
"2020년 01월 02일","8,046,000","8,304,000","8,308,000","8,033,000","0.96K","-3.12%"
"2020년 01월 01일","8,305,000","8,309,000","8,362,000","8,289,000","0.32K","-0.04%"
"2019년 12월 31일","8,308,000","8,338,000","8,440,000","8,253,000","0.55K","-0.40%"
"2019년 12월 30일","8,341,000","8,489,000","8,498,000","8,330,000","0.48K","-1.76%"
"2019년 12월 29일","8,490,000","8,428,000","8,634,000","8,396,000","0.90K","0.77%"
"2019년 12월 28일","8,425,000","8,393,000","8,483,000","8,384,000","0.40K","0.39%"
"2019년 12월 27일","8,392,000","8,367,000","8,420,000","8,201,000","0.58K","0.27%"
"2019년 12월 26일","8,369,000","8,377,000","8,597,000","8,316,000","1.35K","-0.08%"
"2019년 12월 25일","8,376,000","8,450,000","8,469,000","8,314,000","0.85K","-0.90%"
"2019년 12월 24일","8,452,000","8,519,000","8,629,000","8,357,000","1.00K","-0.80%"
"2019년 12월 23일","8,520,000","8,689,000","8,893,000","8,457,000","2.10K","-1.89%"
"2019년 12월 22일","8,684,000","8,299,000","8,688,000","8,281,000","1.70K","4.63%"
"2019년 12월 21일","8,300,000","8,336,000","8,340,000","8,259,000","0.31K","-0.44%"
"2019년 12월 20일","8,337,000","8,320,000","8,397,000","8,249,000","0.40K","0.20%"
"2019년 12월 19일","8,320,000","8,470,000","8,588,000","8,218,000","0.46K","-1.77%"
"2019년 12월 18일","8,470,000","7,744,000","8,650,000","7,550,000","3.31K","9.35%"
"2019년 12월 17일","7,746,000","8,053,000","8,095,000","7,700,000","2.84K","-3.84%"
"2019년 12월 16일","8,055,000","8,324,000","8,335,000","8,010,000","3.25K","-3.23%"
"2019년 12월 15일","8,324,000","8,272,000","8,425,000","8,202,000","8.20K","0.63%"
"2019년 12월 14일","8,272,000","8,494,000","8,523,000","8,201,000","2.72K","-2.63%"
"2019년 12월 13일","8,495,000","8,434,000","8,575,000","8,408,000","6.87K","0.79%"
"2019년 12월 12일","8,428,000","8,485,000","8,562,000","8,375,000","3.38K","-0.66%"
"2019년 12월 11일","8,484,000","8,539,000","8,595,000","8,436,000","2.14K","-0.57%"
"2019년 12월 10일","8,533,000","8,678,000","8,729,000","8,480,000","1.84K","-1.67%"
"2019년 12월 09일","8,678,000","8,806,000","8,887,000","8,645,000","3.06K","-1.40%"
"2019년 12월 08일","8,801,000","8,787,000","8,850,000","8,680,000","4.29K","0.18%"
"2019년 12월 07일","8,785,000","8,810,000","8,889,000","8,772,000","0.56K","-0.40%"
"2019년 12월 06일","8,820,000","8,689,000","8,834,000","8,618,000","1.68K","1.47%"
"2019년 12월 05일","8,692,000","8,516,000","8,808,000","8,484,000","1.21K","2.03%"
"2019년 12월 04일","8,519,000","8,609,000","8,972,000","8,427,000","2.22K","-0.98%"
"2019년 12월 03일","8,603,000","8,602,000","8,701,000","8,550,000","0.72K","0.03%"
"2019년 12월 02일","8,600,000","8,683,000","8,729,000","8,457,000","0.73K","-0.96%"
"2019년 12월 01일","8,683,000","8,878,000","8,886,000","8,509,000","1.17K","-2.30%"
"2019년 11월 30일","8,887,000","9,080,000","9,126,000","8,759,000","1.24K","-2.08%"
"2019년 11월 29일","9,076,000","8,720,000","9,193,000","8,700,000","1.60K","4.08%"
"2019년 11월 28일","8,720,000","8,772,000","8,931,000","8,653,000","2.52K","-0.60%"
"2019년 11월 27일","8,773,000","8,410,000","8,956,000","8,053,000","4.52K","4.43%"
"2019년 11월 26일","8,401,000","8,335,000","8,626,000","8,251,000","1.34K","0.77%"
"2019년 11월 25일","8,337,000","8,204,000","8,650,000","7,686,000","2.71K","1.61%"
"2019년 11월 24일","8,205,000","8,672,000","8,694,000","8,164,000","2.61K","-5.37%"
"2019년 11월 23일","8,671,000","8,659,000","8,700,000","8,403,000","2.12K","0.05%"
"2019년 11월 22일","8,667,000","9,037,000","9,129,000","8,195,000","4.52K","-4.06%"
"2019년 11월 21일","9,034,000","9,483,000","9,532,000","8,931,000","3.10K","-4.71%"
"2019년 11월 20일","9,481,000","9,516,000","9,599,000","9,415,000","1.08K","-0.37%"
"2019년 11월 19일","9,516,000","9,587,000","9,612,000","9,364,000","1.04K","-0.77%"
"2019년 11월 18일","9,590,000","9,926,000","9,927,000","9,525,000","2.67K","-3.40%"
"2019년 11월 17일","9,928,000","9,929,000","10,050,000","9,829,000","2.24K","-0.01%"
"2019년 11월 16일","9,929,000","9,925,000","9,994,000","9,883,000","0.99K","0.08%"
"2019년 11월 15일","9,921,000","10,082,000","10,220,000","9,859,000","1.33K","-1.53%"
"2019년 11월 14일","10,075,000","10,222,000","10,242,000","10,039,000","2.88K","-1.37%"
"2019년 11월 13일","10,215,000","10,263,000","10,282,000","10,150,000","1.82K","-0.44%"
"2019년 11월 12일","10,260,000","10,162,000","10,304,000","10,010,000","1.68K","0.93%"
"2019년 11월 11일","10,165,000","10,498,000","10,512,000","10,075,000","0.79K","-3.17%"
"2019년 11월 10일","10,498,000","10,251,000","10,600,000","10,170,000","1.89K","2.39%"
"2019년 11월 09일","10,253,000","10,210,000","10,313,000","10,171,000","0.68K","0.41%"
"2019년 11월 08일","10,211,000","10,672,000","10,718,000","10,101,000","2.68K","-4.31%"
"2019년 11월 07일","10,671,000","10,749,000","10,793,000","10,560,000","2.64K","-0.73%"
"2019년 11월 06일","10,749,000","10,763,000","10,844,000","10,710,000","2.09K","-0.10%"
"2019년 11월 05일","10,760,000","10,851,000","10,927,000","10,670,000","2.99K","-0.91%"
"2019년 11월 04일","10,859,000","10,782,000","10,993,000","10,650,000","2.53K","0.82%"
"2019년 11월 03일","10,771,000","10,843,000","10,954,000","10,650,000","1.37K","-0.70%"
"2019년 11월 02일","10,847,000","10,798,000","10,959,000","10,751,000","1.69K","0.47%"
"2019년 11월 01일","10,796,000","10,702,000","10,851,000","10,602,000","1.44K","0.92%"
"2019년 10월 31일","10,698,000","10,704,000","10,980,000","10,505,000","1.30K","0.02%"
"2019년 10월 30일","10,696,000","10,888,000","10,904,000","10,514,000","1.33K","-1.77%"
"2019년 10월 29일","10,889,000","10,728,000","11,066,000","10,624,000","2.51K","1.53%"
"2019년 10월 28일","10,725,000","10,993,000","11,347,000","10,719,000","1.87K","-2.38%"
"2019년 10월 27일","10,987,000","10,732,000","11,271,000","10,556,000","5.01K","2.40%"
"2019년 10월 26일","10,729,000","10,053,000","11,908,000","10,025,000","3.49K","6.76%"
"2019년 10월 25일","10,050,000","8,739,000","10,129,000","8,716,000","8.24K","14.87%"
"2019년 10월 24일","8,749,000","8,834,000","8,868,000","8,644,000","0.86K","-0.97%"
"2019년 10월 23일","8,835,000","9,469,000","9,534,000","8,693,000","2.14K","-6.72%"
"2019년 10월 22일","9,471,000","9,663,000","9,774,000","9,452,000","1.14K","-2.03%"
"2019년 10월 21일","9,667,000","9,712,000","9,800,000","9,616,000","0.93K","-0.41%"
"2019년 10월 20일","9,707,000","9,443,000","9,814,000","9,375,000","1.84K","2.78%"
"2019년 10월 19일","9,444,000","9,437,000","9,565,000","9,357,000","0.83K","0.06%"
"2019년 10월 18일","9,438,000","9,559,000","9,630,000","9,352,000","0.78K","-1.31%"
"2019년 10월 17일","9,563,000","9,523,000","9,632,000","9,460,000","1.13K","0.44%"
"2019년 10월 16일","9,521,000","9,715,000","9,749,000","9,445,000","1.51K","-1.95%"
"2019년 10월 15일","9,710,000","9,877,000","9,942,000","9,677,000","2.62K","-1.67%"
"2019년 10월 14일","9,875,000","9,811,000","9,905,000","9,740,000","1.48K","0.58%"
"2019년 10월 13일","9,818,000","9,879,000","9,998,000","9,733,000","1.51K","-0.63%"
"2019년 10월 12일","9,880,000","9,823,000","9,970,000","9,809,000","0.62K","0.61%"
"2019년 10월 11일","9,820,000","10,173,000","10,426,000","9,800,000","1.37K","-3.42%"
"2019년 10월 10일","10,168,000","10,188,000","10,301,000","10,034,000","1.35K","-0.21%"
"2019년 10월 09일","10,189,000","9,725,000","10,299,000","9,671,000","3.36K","4.69%"
"2019년 10월 08일","9,733,000","9,751,000","9,928,000","9,669,000","1.01K","-0.14%"
"2019년 10월 07일","9,747,000","9,430,000","9,891,000","9,307,000","1.88K","3.41%"
"2019년 10월 06일","9,426,000","9,733,000","9,757,000","9,366,000","1.80K","-3.08%"
"2019년 10월 05일","9,726,000","9,750,000","9,792,000","9,583,000","0.77K","-0.25%"
"2019년 10월 04일","9,750,000","9,938,000","9,938,000","9,674,000","1.01K","-1.84%"
"2019년 10월 03일","9,933,000","10,085,000","10,134,000","9,782,000","1.15K","-1.51%"
"2019년 10월 02일","10,085,000","10,002,000","10,094,000","9,810,000","1.27K","0.90%"
"2019년 10월 01일","9,995,000","9,960,000","10,239,000","9,799,000","1.96K","0.34%"
"2019년 09월 30일","9,961,000","9,677,000","9,984,000","9,273,000","2.91K","2.95%"
"2019년 09월 29일","9,676,000","9,886,000","9,913,000","9,547,000","1.26K","-2.11%"
"2019년 09월 28일","9,885,000","9,830,000","9,977,000","9,643,000","1.87K","0.53%"
"2019년 09월 27일","9,833,000","9,697,000","9,910,000","9,439,000","2.76K","1.36%"
"2019년 09월 26일","9,701,000","10,144,000","10,201,000","9,367,000","5.33K","-4.36%"
"2019년 09월 25일","10,143,000","10,212,000","10,580,000","9,815,000","3.18K","-0.69%"
"2019년 09월 24일","10,213,000","11,536,000","11,679,000","9,715,000","12.86K","-11.46%"
"2019년 09월 23일","11,535,000","11,931,000","11,959,000","11,483,000","2.46K","-3.32%"
"2019년 09월 22일","11,931,000","11,887,000","11,987,000","11,730,000","0.67K","0.35%"
"2019년 09월 21일","11,889,000","12,077,000","12,081,000","11,808,000","0.61K","-1.56%"
"2019년 09월 20일","12,078,000","12,187,000","12,217,000","11,993,000","0.77K","-0.93%"
"2019년 09월 19일","12,191,000","12,052,000","12,251,000","11,575,000","2.04K","1.17%"
"2019년 09월 18일","12,050,000","12,064,000","12,154,000","12,010,000","0.77K","-0.10%"
"2019년 09월 17일","12,062,000","12,131,000","12,145,000","11,992,000","1.39K","-0.57%"
"2019년 09월 16일","12,131,000","12,175,000","12,260,000","11,953,000","0.84K","-0.39%"
"2019년 09월 15일","12,178,000","12,256,000","12,280,000","12,146,000","0.31K","-0.69%"
"2019년 09월 14일","12,263,000","12,315,000","12,335,000","12,180,000","0.83K","-0.41%"
"2019년 09월 13일","12,313,000","12,432,000","12,449,000","12,125,000","1.08K","-0.95%"
"2019년 09월 12일","12,431,000","12,169,000","12,468,000","12,038,000","1.36K","2.12%"
"2019년 09월 11일","12,173,000","12,073,000","12,249,000","11,866,000","1.07K","0.84%"
"2019년 09월 10일","12,072,000","12,265,000","12,340,000","11,957,000","1.38K","-1.65%"
"2019년 09월 09일","12,274,000","12,369,000","12,486,000","12,000,000","1.25K","-0.87%"
